,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
25,1984,,10.983863,,11.25,,,,8.116398,,,,,,3.960396,5.6631856,,14.31687,6.341775,,4.8469577,,,0.32239926,3.9663463,,,,,1281.35,192.12173,4.685797,3.0739675,7.0328197,8.577469,2.5422096,4.304778,,2.9314568,,19.860207,,4.284761,11.3733225,52.227013,,16.362661,,11.25,11.947427,3.8275454,,,,5.991951,,2.405795,1.8847151,2.2179942,6.2907796,20.151678,8.116398,,8.577469,,,,31.23024,17.036366,7.0676565,,11.280276,,8.4172735,7.673803,,7.0676565,5.291218,7.673803,,,5.857143,4.960711,,39.665314,,,22.09846,,,18.456814,5.6596127,,3.4067502,,,5.991951,8.650519,4.726368,11.3733225,,6.4020324,8.4678545,12.477627,10.455035,7.8925166,6.087167,10.455035,,,8.318907,,8.6511135,12.540219,,30.852398,373.21567,10.794496,27.81477,3.8474727,2.2616136,,10.284099,,,,2.7149048,2.2739563,1.1774601,11.947427,,,,12.477627,1.2054842,11.727299,,9.54307,,16.638254,11.015522,10.369567,10.983863,,,6.435858,,,,12.447569,,,9.856621,,8.116398,65.44881,,10.719449,,,-0.4425,4.8463116,9.229518,,,,,,7.3891625,20.026302,3.8972726,4.302657,,,8.364424,17.820534,,3.3016407,6.218274,2.845785,,6.1712537,7.673803,,6.5123854,6.087167,1.5826433,110.20852,50.338974,,7.420609,15.400999,,,,28.38464,20.311462,,,6.1947637,,1.1049724,,,5.3695703,7.0328197,-1.5590371,34.146343,11.784027,2.6009853,11.047181,,11.50717,,,,11.25,,11.116931,5.5164003,,3.6887445,,53.671967,8.044243,12.939727,,4.0942926,9.229518,,20.250896,,,-3.5266287,0.86489844,,,12.641104,,9.229518,0.106451616,7.0328197,11.116931,13.334781,8.9,48.392323,,36.145943,,,,55.304424,4.3005357,,2.7019556,,,,,5.5164003,8.116398,11.860068,,,11.526482,,
26,1985,4.032258,13.006566,,7.3549256,,,,7.2543616,,,,,,6.734694,3.1895168,,3.8042867,4.868734,,6.906058,,,-2.6359694,4.6050096,,,,,11749.64,225.98967,3.9151053,2.3532152,1.8773466,8.094576,10.4238405,3.9620306,,3.4353993,,30.703499,,1.8638033,8.508374,23.820784,,23.974182,,5.3932586,15.05742,3.8275425,,,,5.034454,,2.0662308,2.128903,3.73998,4.6787515,45.336174,10.482287,,9.568221,,,,27.983215,12.106756,5.195622,,8.814455,,19.064686,5.3954973,,5.195622,4.4209723,5.8310995,,,7.3549256,6.0713944,,10.305441,,,18.319885,,,19.314693,2.501385,,18.68679,,,4.6418805,3.5031848,3.3626752,10.4238405,,10.648839,6.942345,11.521261,9.090501,7.1707015,4.4209723,4.724536,,,5.556424,,5.3954973,4.389341,,31.994629,308.79312,9.205992,25.673101,2.9850745,2.0322773,,13.006566,,,,2.6195464,2.4591088,1.4903218,22.328375,,,,9.13844,1.4231989,15.05742,,10.471408,,1.4811801,7.8906403,9.1144705,13.320826,,,4.093588,,,,7.728639,,,10.556484,,4.389341,57.748447,,8.7994375,,,-0.23520745,6.8075666,7.728639,,,,,,6.698704,10.518976,0.3464588,3.7538373,,,-0.92339915,7.4353447,,2.2585845,5.7148547,8.052641,,15.417656,6.734694,,5.213856,5.614839,1.0266199,163.3995,23.103107,,3.7104073,11.521261,,,,19.46141,25.210716,,,4.7737427,,1.9125683,,,1.75933,5.556424,-3.0587687,45.407505,13.000057,0.48012292,9.568221,,22.328375,,,,10.305441,,9.406907,4.6050096,,10.865953,,79.40638,7.372575,20.462633,,0.83432657,17.252932,,5.153999,,,-1.8144144,2.4317312,,,20.507584,,7.728639,16.765,5.556424,9.406907,7.622574,7.2543616,44.96173,,33.282104,,,,72.222565,3.545644,,2.1396852,,,,,1.0661528,6.856812,9.090501,,,16.294228,,
27,1986,1.0739664,13.891972,,5.950965,,,,6.7988586,,,,,,9.05035,1.7054446,,1.6756756,1.2943681,,-2.611743,,2.7,-2.2960932,5.4337816,,,,,276.33597,147.14282,1.3300685,1.7812428,9.95086,10.001716,2.2451525,4.194786,,0.7503098,,19.476837,,9.682955,7.770025,44.4,4.158111,18.854593,,10.874201,11.835062,2.482246,,,,1.2183692,,-0.1294128,18.147633,2.7742336,3.678184,7.6389728,12.371609,,10.437958,,,,23.030226,23.86429,2.5385258,,8.794939,,-9.808765,3.678184,,2.9335792,1.7988424,2.5385258,,,6.285355,3.4276094,,24.565416,,,56.560173,,-17.640425,23.015451,0.5570799,,36.93112,,,2.9335792,3.3846154,4.3527236,6.809056,50.0,3.2799265,5.2916617,12.103335,8.73164,5.9591684,3.1403239,5.822667,9.702574,,8.729721,,3.8270392,18.429003,,22.1284,47.964886,5.823547,15.105375,0.0,0.5955868,,2.534276,,,,-0.0066855336,2.749981,0.9536067,18.687962,,,,3.290981,2.1902583,11.835062,9.638161,4.124615,,7.9763618,8.73164,8.73164,18.004967,,,0.2945634,,,,8.73356,,,14.497333,9.722194,6.1643834,86.233315,,8.73356,,,2.0278888,9.325462,12.371609,,,,,7.4333334,1.6326531,14.046868,0.73700285,3.046417,,,-3.2075713,5.7171516,,0.08334678,7.1764927,18.99895,,13.213398,5.2916617,,8.003775,3.5064142,-0.06638411,77.92103,1.1481378,,5.453752,16.549969,6.1847787,,,12.331333,31.742598,,,3.1590972,,0.75757575,,,-1.1170666,9.225957,-3.2033315,24.45349,6.1847787,-1.3857033,13.571879,,31.935017,,,,7.4333334,,6.859344,5.4337816,,18.687962,,95.886505,4.23591,13.737076,,0.23640662,36.06349,,-13.056573,,,4.124615,1.841676,,,16.896667,,12.371609,21.673876,9.225957,6.859344,7.6936765,6.1643834,34.610077,,32.4322,,,9.722194,76.38064,1.8980477,,1.027668,,,,,4.7661414,5.822667,5.733558,,,18.654919,55.82822,
28,1987,3.6430454,12.563443,,0.24878855,,,,4.222417,,,,,,8.533022,1.4019527,,7.113238,1.5533826,,-2.6817842,9.874696,2.7263875,-1.7450018,5.756464,,,,,14.578698,228.33617,3.311731,1.2468549,6.3687153,9.801934,-6.9868026,4.3561087,,1.4403219,,19.880846,7.2338357,6.9433064,13.1405,78.67036,0.44356826,23.310389,,3.8461537,16.84242,4.890522,,,,2.7916667,,0.24990617,4.0891166,4.0245805,4.0199933,13.550724,7.441261,5.1748815,9.801934,4.685988,,,29.503998,19.693594,3.1594076,,5.2480187,,-2.4286726,4.0199933,,4.113029,5.663775,3.2888982,,,-0.9461857,4.1489224,,39.815067,,,23.529167,,-13.174473,16.396864,-0.8723334,,12.323214,,,3.6645632,5.654762,2.487154,7.028272,133.33327,-11.449465,8.6743145,10.751859,8.43174,6.9433064,4.3528996,9.278656,8.152343,,8.801126,,3.1594076,28.571428,,18.297768,19.093851,4.747285,6.652448,-0.2,0.12617685,,8.637673,,,,0.96301264,3.0496607,0.6548447,14.578698,,,,4.3557167,7.021753,12.323214,8.152343,7.113238,,7.7171655,8.637673,8.1890745,11.750263,5.756464,,-0.05666291,,,,2.69874,,,14.993135,9.704072,4.0891166,131.82738,,8.225806,,,0.43172568,24.76,7.441261,,,,,8.152343,0.5187416,25.155096,0.29000792,4.010336,,,-6.712109,11.290322,,-0.6912105,8.717048,10.750328,,15.744301,4.747285,,3.3189104,4.6812186,0.9964231,85.8223,4.0697675,,3.3374708,26.379028,8.152343,,,9.634831,21.810274,,,4.066511,,2.6852846,,,4.1330147,8.801126,-1.5471168,20.557238,-4.1407237,0.52330655,10.992367,,24.8645,,,,8.152343,,7.63279,4.5668497,,53.392952,,132.07272,4.1885715,13.376623,,2.5943396,59.484367,,-5.9748425,5.1748815,,0.05400885,2.4664612,,,14.064712,,7.441261,4.685988,8.801126,7.63279,10.751859,8.225806,38.855843,,29.94937,,,7.1277943,63.56666,3.6645632,,3.3059468,,,,,16.039394,5.756464,4.5668497,,,16.160582,47.047245,
29,1988,3.1218686,12.522254,,2.5236592,,,,5.911545,,,,,,7.2159395,1.9157169,,4.486798,1.1609349,,4.255616,7.412766,2.3696682,0.30343595,4.402412,,,,,16.00209,629.1145,4.858859,1.192843,10.084034,8.35168,-3.9644687,4.028234,,1.8724686,,14.684351,18.811817,6.930686,1.6823326,71.09173,1.030422,28.140066,,4.0740743,20.832533,4.2012057,,,,3.4292662,,1.274124,,2.9245915,4.535133,43.86383,5.911545,9.342127,9.183238,7.887324,,,58.216286,17.663486,2.7008152,,4.8372707,,7.080715,4.535133,,5.0859284,11.758327,2.7008152,,,-8.776119,4.1553516,,31.359268,,,11.690587,60.281784,2.5236592,13.528858,4.0,,10.832704,,,4.402412,7.887324,4.4912577,6.930686,185.71428,4.1054683,15.723549,12.779545,9.071158,8.507868,4.037037,8.045367,8.983004,,9.3834715,,2.1345716,28.670635,,25.72551,16.440218,5.0582476,8.266766,6.6132264,0.6785576,,12.264963,,,,0.23252504,7.1460977,1.4681329,16.00209,,,,6.0869565,0.8294724,8.266766,10.084034,13.584052,,13.991549,8.91047,9.071158,11.456371,7.1969695,,1.4365906,,,,2.369055,,,26.853798,6.4563603,5.999251,114.16226,,8.91047,,,0.93834436,16.042803,6.905098,,,,,1.3196586,9.159314,33.912167,2.5565195,4.0529876,,,-1.3939631,54.511227,,0.7379507,6.676366,8.983004,,6.3752494,5.8248987,,5.529435,8.837937,0.35922083,667.01935,13.860069,,5.445082,58.72083,9.3106365,,,10.101632,22.594257,,,4.686202,,4.6025105,,,2.9786437,8.983004,0.90756303,64.70056,-1.8266822,1.5231851,16.737526,,19.761162,,,,8.755497,,8.35168,6.4563603,,7.3132877,,198.75371,5.8248987,20.394562,,1.8390805,34.56221,,15.477518,9.342127,,-0.15091097,3.8627307,,,12.758528,,6.905098,9.924024,8.983004,8.35168,7.758492,7.1969695,68.80965,,31.186718,,,8.755497,62.191956,4.077741,,0.22722968,,,,,8.76023,7.1460977,8.507868,,,12.779545,51.004017,
30,1989,3.991628,12.558202,,0.869287,,,,7.740886,,,,,,7.5339026,2.5683484,,11.6616,3.1070507,,-0.4817987,6.04548,6.388889,1.4858973,5.387658,,,,,15.173468,1430.7238,6.190114,1.3043004,8.7786255,11.575015,0.6890558,4.983622,,3.1552699,,17.027937,18.245638,1.0495182,-1.6655259,104.06523,-1.7969888,25.861385,,4.55516,16.50981,5.4903035,,,,3.7654805,,2.7805598,,6.2185216,4.772723,40.657917,9.304361,6.4625616,9.304361,6.4155397,,,75.64819,21.261868,3.7654805,,6.7914357,,7.8173013,6.2598314,6.923905,6.59291,6.189354,3.4983022,,,6.7408376,5.760249,,25.223692,,,8.275016,80.78814,6.166154,13.655564,5.592949,,11.387133,,,5.076793,10.182768,9.8504095,8.046159,1400.0,6.923905,17.149153,12.670042,9.158679,7.7480493,5.0740542,6.4155397,8.7786255,,7.0742803,,4.0890427,22.349653,,20.758196,20.303385,6.2598314,14.329539,25.712719,2.2722895,,13.789317,,,,5.169965,5.7001653,3.3420336,15.173468,61.332596,,,1.5118397,4.3726377,11.432132,8.846887,8.275016,,11.567536,8.846887,8.929941,14.728246,6.189354,,3.3709588,,8.770946,,3.2599695,,,9.012996,7.1658587,5.54146,20.007877,,9.304361,,-0.076693,0.84769136,27.198526,10.351789,,,,,12.932682,12.670042,12.4463625,2.813201,4.9053125,,,-2.8435252,50.466686,,1.0821581,4.5461435,8.846887,,5.7159915,6.2598314,,6.953348,7.8442645,0.20586726,3398.679,12.2429905,,4.4804454,244.55093,8.275016,,,12.686304,26.422127,,,5.7159915,,3.3,,,1.0102782,7.8442645,1.0326449,66.72032,0.44730935,2.3454564,14.932248,,17.63408,,,,8.275016,,8.046159,6.190114,,0.76964676,,1281.4435,6.443276,7.546165,,1.5801355,11.399218,,-3.6891346,6.4625616,,-0.8394031,5.355465,,,14.751504,,10.351789,4.0736437,7.8442645,8.046159,11.432132,7.740886,63.272552,,25.849838,,,11.481073,80.44743,4.827003,,2.8339317,,,,,7.7480493,6.9990926,6.4625616,,,14.730918,123.40426,
31,1990,5.8366876,12.457914,,1.0573614,,,,8.451463,,,,,,7.333022,3.2618723,,7.0021696,3.4483123,,-0.5043034,6.1267185,23.8,0.9293354,4.669319,,,,,17.118774,2947.7327,3.0745728,2.1386628,10.0,11.396346,-0.012330457,4.780477,,5.4039593,,26.036482,3.0522902,-0.8058797,1.0993813,81.2954,2.8890538,29.137823,,10.653505,19.039753,4.4684377,,,,4.5020547,,2.6964715,,3.1909232,2.641603,50.46248,16.652534,8.191371,12.177352,7.8191915,,,48.51911,16.756374,3.4483123,,6.7218194,,5.152481,6.149565,7.0021696,6.149565,8.191371,3.1942835,,,7.725322,8.063461,,37.259068,,,12.167784,33.001976,0.85787153,20.433498,2.7242374,,41.221867,,,5.4009576,10.42654,23.322567,6.8011975,500.0,21.276031,28.3696,16.652534,11.230386,8.191371,7.158881,7.8191915,9.709864,,8.971232,,3.3173213,7.627675,,15.510722,17.264791,6.4566092,21.960175,16.192137,3.0785162,,17.781815,,,,4.010984,8.573273,9.833635,23.322567,35.642982,,,8.451463,4.2675567,21.739944,8.737593,7.0021696,,21.495253,10.0,11.024926,11.634757,7.6060996,,3.2537665,,7.9696937,,6.782594,,,11.784484,3.6499119,8.039569,26.651672,,11.396346,,0.6063397,2.9834058,17.626776,12.3218,,,,,6.6002254,13.488089,11.823538,2.617801,5.0892167,,,-0.775653,7.3644004,,2.4540918,4.1310334,8.2397,,6.098444,6.7218194,,8.862661,9.052132,0.76948535,7481.6636,12.177352,,6.9533615,567.8788,6.6002254,,,13.63057,37.259956,,,6.098444,,3.000968,,,4.185764,8.971232,2.0771513,65.1581,0.32509863,3.4607534,8.737593,,23.999165,,,,7.725322,,7.5448613,7.725322,,21.739944,,552.08356,10.366553,13.09229,,3.8888888,19.396868,,-0.73828226,8.191371,,1.0153415,5.8639946,,,22.64137,,12.3218,9.709864,8.971232,7.5448613,11.064425,6.545293,60.303867,,35.82677,,,13.904522,112.5259,5.3979564,,7.6060996,,,,,4.7594414,8.127416,15.238463,,,14.320955,107.02381,
32,1991,5.5555553,17.6781,,1.7418878,83.78378,,,9.0,,,,,,3.1766753,3.3374271,,8.996939,3.2153108,,2.1626005,6.357364,338.4491,0.76441973,7.1146812,,,,,21.44707,432.78665,6.2575264,1.6,12.280702,11.765017,-2.7623627,5.625864,118.52758,5.8595967,,21.784412,3.5566857,1.6833485,0.06005133,2154.4368,-1.6783497,30.34844,,9.550907,28.709291,5.853306,,,,5.0352745,,4.0470366,,5.5570617,2.3951533,47.07916,25.886387,6.965681,15.192467,6.4973454,,,48.80383,19.748545,4.0470366,,5.9342136,,35.7226,5.484744,11.896095,4.310213,6.4973454,3.2134073,,,-11.686112,7.461783,,18.031439,,,8.6423435,57.595284,-3.4252872,19.455845,2.6446037,,33.166424,,,5.0352745,11.158798,33.97226,8.819641,122.22222,15.419908,34.817543,19.505001,12.811144,9.275454,6.323448,9.419058,12.448009,,13.870246,,3.210817,17.128569,180.95238,6.808779,19.023987,6.2499995,51.0711,8.155496,3.2514384,,20.084496,,,,4.3237395,9.33279,9.058188,25.967463,13.441559,,,11.896095,6.1495504,21.784412,13.441559,8.998469,,12.185631,13.224266,12.615315,17.6781,6.9048963,,3.1183567,,9.568877,,7.986166,,,8.592648,14.713677,9.029094,22.66236,,13.441559,,1.8004272,2.542193,32.272038,14.512332,,,,,5.628667,7.0010138,12.615315,4.358333,4.930414,,,-7.796642,13.006973,,3.1582005,3.438196,15.557453,,2.602393,5.9342136,,6.9048963,11.79127,1.2562608,409.53015,19.26146,,6.965681,76.7695,8.592648,,,11.849484,24.225351,,,5.625864,,4.417293,230.6225,,19.637165,12.280702,4.861111,123.578125,-1.7535568,3.4257016,15.050131,,14.402675,,,,8.965623,,8.934306,6.4691358,,25.967463,,114.83294,9.444628,8.934306,,1.986755,9.0,,3.1938748,6.965681,,0.3870818,5.7098527,,,23.443855,,14.512332,10.595449,12.280702,8.934306,3.783102,8.193715,65.97857,,28.695652,,,14.713677,101.97168,4.234964,,5.492004,,,,,6.4691358,8.998469,-1.819198,,36.0,15.334803,97.64233,
33,1992,3.8733754,16.167612,,-0.06299901,299.5098,226.00542,,9.359752,,,,,,1.0122311,4.020848,-10.630097,1.8233334,2.4279556,,-1.9911358,3.6340768,91.297935,-0.1724138,5.7381988,,,,,12.060324,951.96204,6.093893,1.2795275,15.980114,16.167612,-1.0336081,1.4901329,150.61583,4.03703,,15.425806,6.3539815,4.231384,-0.016055046,4129.17,-3.9354682,27.030563,,3.1166644,21.791168,5.6050124,,,,6.5102196,11.0865,5.056979,,5.4718256,2.0960445,4.2590265,31.669662,7.523517,10.639302,6.2132816,,5.9245315,54.340836,13.637424,5.1637845,,5.9245315,,10.527444,6.2173753,10.527444,2.9193232,4.883023,2.3637605,,,-9.542913,4.5915494,,10.056117,,,9.486543,69.58363,-4.2787433,15.877074,3.7783375,,10.045918,,,4.020848,9.65251,8.759886,9.523478,625.0,19.358494,23.655722,13.637424,10.141817,9.497792,4.5963187,7.523517,10.098968,,11.787817,,3.0699975,25.807722,83.61582,3.9477117,12.022238,5.27059,77.29659,3.9958355,1.7602831,,27.332365,,,,2.8584468,6.2132816,-0.5454712,15.192743,9.86453,,,9.359752,5.138898,11.214481,10.751161,10.043928,,11.383437,10.098968,10.098968,17.20852,5.824345,1020.62054,3.1541739,951.69617,7.7139215,,5.740247,,1026.8263,14.512379,16.855997,7.592048,15.507896,,10.098968,,-6.242506,1.6332121,21.91321,12.323299,,,,,10.141817,4.6435194,23.751352,4.767228,2.2594762,,,-4.475618,44.588844,,3.1835818,2.328085,17.149523,,1.0145602,5.056979,,4.2956157,9.509042,1.8245215,73.5283,8.651004,,4.3096147,46.09856,9.486543,,,9.55926,15.192743,,,4.03703,,3.060306,211.20558,,9.560411,11.787817,-0.077006005,117.624466,-0.109942965,2.2630713,10.751161,,11.214481,,,,9.523478,,9.486543,5.4718256,,43.66618,9.893505,209.93373,2.3743672,7.5582952,,3.2467532,11.009174,,-3.1130307,7.523517,,1.3937867,4.139146,,,13.6265335,,12.323299,7.9369802,11.787817,9.486543,6.439854,5.824345,70.0761,,21.846848,,,11.9602995,68.45919,3.0288196,,3.4635305,,,,,4.0584416,7.7139215,9.031137,,29.411764,13.8746805,165.70653,
34,1993,5.21556,13.135661,,0.5534557,1378.5276,85.00475,,9.370344,,,,,,1.7536534,3.6317852,1128.0,9.679347,2.7544265,0.4405992,0.5534557,3.0148187,72.87879,2.53886,2.7228978,,1190.2292,,,8.527877,1927.3807,1.1134393,4.251701,11.206368,14.330803,-2.9153585,1.8650794,72.87879,3.2926219,,12.727767,14.610079,2.1647146,-3.2065547,1986.9048,4.923664,22.441322,,5.788396,9.778601,2.7657485,,,,4.8541665,20.81303,4.474575,,1.569026,1.2578567,5.250339,20.540327,5.736906,10.3611555,4.8875556,,14.411264,45.0,12.089792,4.569072,,4.569072,89.81195,3.543066,4.8541665,10.37645,2.190653,5.206589,2.1044629,,,0.53374654,2.558578,,24.959843,,,6.4638042,48.108166,5.452285,14.411264,2.8085992,,11.81969,,,4.0938363,8.802817,10.748647,8.527877,1500.0,29.70597,22.464235,14.330803,10.791942,6.4638042,4.9488893,9.671893,9.370344,,6.3268905,,1.4694209,21.202631,207.6923,4.042853,10.980149,4.6267347,22.06995,3.3166666,1.2430459,,45.97888,,,,1.7948614,4.800997,0.38254136,11.81969,6.2672224,,,11.073553,0.8481816,10.748647,9.524845,9.843854,,11.7467375,9.671893,10.5178385,13.135661,10.6765375,410.45187,3.5880983,108.98954,6.7058854,,5.183114,,1613.604,10.008361,20.12736,8.081632,9.75146,,10.748647,,-0.2637679,4.1448197,31.831608,12.6564665,,268.15048,,,9.370344,10.5178385,22.77271,3.5365853,2.408368,,,-1.215035,57.165253,,2.5841844,2.2882693,7.505394,,1.2882078,4.5979033,,5.788396,9.973664,0.45393008,48.579987,6.716311,,4.9741144,36.964165,7.917074,,,6.78378,18.208662,,,4.1448197,,-0.8733624,255.16685,874.2457,12.354389,9.973664,1.0557953,101.380424,-0.5864346,2.2892997,9.168662,,18.50669,,,,9.679347,,9.524845,4.572771,,143.51155,23.287027,31.76213,4.7281733,12.023424,,1.3836478,13.223141,,-8.427934,5.736906,,-1.0068817,3.3121917,,,11.327463,,12.6564665,0.9609045,9.973664,9.524845,10.835236,3.9749563,66.09384,,25.277264,,4734.9146,13.075247,54.100792,2.951657,,4.2913756,,,,,3.565857,7.505394,1.7150912,,35.752296,9.717467,183.31204,
35,1994,6.3110795,14.852815,,31.841017,949.79254,22.565052,,5.112599,,,3373.7595,,,1.9696348,2.9534094,1662.216,14.852815,2.3775408,38.530865,25.177876,5.3137403,96.057335,0.8169109,1.3993342,,2221.0166,,,7.8740444,2075.8884,0.07720439,2.4625185,6.993392,10.542921,24.571014,0.16556291,35.924706,0.852117,,11.44312,24.25699,26.081572,35.094463,23773.13,42.439674,22.847185,,3.4520583,13.534469,2.1290932,,,,4.6985893,10.03943,2.6930573,,0.0151367355,1.9920146,8.260768,29.047657,7.658243,10.247935,5.649909,486.42563,12.144798,27.44253,8.154231,4.129922,,4.718414,47.65469,7.593876,4.718414,30.13617,1.0885568,0.81666666,1.6555153,,,36.116245,2.2190125,,24.870255,,,1.7102063,15.176348,31.841017,10.874076,3.7706578,,10.855321,,,2.747291,8.7378645,21.729347,32.293667,107.32758,39.33162,18.868074,22.70612,21.729347,15.328467,3.611358,8.532005,23.17679,,10.247935,,2.3091989,31.44703,448.5,1.5526563,12.278741,4.051842,35.063393,3.5166962,0.69545805,1877.3724,28.81439,,,,1.4422696,6.2658596,2.5344353,13.534469,6.7844806,,,5.112599,2.8159165,10.585807,24.874445,29.913755,,8.448712,12.368195,22.1472,8.214739,11.44312,72.254684,2.1947646,35.924706,6.252069,,5.1416717,,486.42563,38.94179,3.386101,5.1271353,6.965812,,13.651896,126.58337,23.17679,4.129922,24.098785,11.741349,,87.58001,,,4.1282587,7.3234715,34.649635,3.7249706,1.3865023,,,36.041058,57.031708,,2.8015246,1.375675,8.349287,,1.7453779,3.5026257,,4.6985893,12.368195,1.2684319,23.736904,10.386474,,2.8527222,32.991276,34.649635,,,5.42044,20.566195,,,2.9534094,,1.3215859,136.7594,307.72263,,8.349287,0.56432545,115.39815,32.293667,3.1001327,13.256033,,10.585807,,,,28.81439,,27.44798,3.611358,,368.47806,13.415521,20.991817,2.158138,13.769325,,1.7369727,15.328467,,41.724895,7.658243,222.24101,39.162766,5.047749,,,11.14922,,11.741349,1.0129521,8.349287,27.44798,8.814694,4.7332306,105.21499,,34.083363,10.03676,891.18774,22.565052,44.736042,2.6074417,,1.0089495,,,,,2.3025608,10.317204,12.080382,,49.394154,8.938525,54.601322,
